month,country,stock_code,description,total_quantity,total_revenue,num_transactions,num_customers
2009-12,EIRE,20831,GOLD PHOTO FRAME,24,20.4,1,0
2009-12,EIRE,20888,SET 3 JARDIN DE FEMME SCENT CANDLES,24,30,1,0
2009-12,EIRE,20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,6,17.7,1,0
2009-12,EIRE,20914,SET/5 RED SPOTTY LID GLASS BOWLS,76,198.6,3,0
2009-12,EIRE,20975,12 PENCILS SMALL TUBE RED SPOTTY,24,15.6,1,0
2009-12,EIRE,20977,36 PENCILS TUBE WOODLAND,16,20,1,0
2009-12,EIRE,20979,36 PENCILS TUBE RED SPOTTY,128,135.68,1,0
2009-12,EIRE,20991,JAZZ HEARTS MAGNETIC MEMO PAD,24,15.6,1,0
2009-12,EIRE,21004,ROSE DU SUD CHILDS APRON,3,12.75,1,0
2009-12,EIRE,21041,RED SPOTTY OVEN GLOVE DOUBLE,12,35.4,2,0
2009-12,EIRE,21051,RIBBONS PURSE,6,12.6,1,0
2009-12,EIRE,21054,NURSE'S BAG SOFT TOY,5,44.75,2,0
2009-12,EIRE,21056,DOCTOR'S BAG SOFT TOY,5,44.75,2,0
2009-12,EIRE,21082,SET/20 FRUIT SALAD PAPER NAPKINS,12,10.2,1,0
2009-12,EIRE,21133,PAINTED BIRD ASSORTED CHRISTMAS,12,20.28,1,0
2009-12,EIRE,21143,ANTIQUE GLASS HEART DECORATION,12,23.4,1,0
2009-12,EIRE,21146,ANTIQUE GLASS RIDGED HANGING BALL,12,23.4,1,0
2009-12,EIRE,21156,RED SPOTTY CHILDS APRON,8,15.6,1,0
2009-12,EIRE,21157,RED SPOTTY WASHBAG,6,12.6,1,0
2009-12,EIRE,21164,HOME SWEET HOME METAL SIGN,306,787.5,2,0
2009-12,EIRE,21172,PARTY METAL SIGN,12,17.4,1,0
2009-12,EIRE,21175,GIN + TONIC DIET METAL SIGN,6,12.6,1,0
2009-12,EIRE,21181,PLEASE ONE PERSON  METAL SIGN,300,558,3,0
2009-12,EIRE,21185,HOME SWEET HOME  BLACKBOARD,3,19.05,1,0
2009-12,EIRE,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,34.8,2,0
2009-12,EIRE,21212,PACK OF 72 RETRO SPOT CAKE CASES,312,140.4,4,0
2009-12,EIRE,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",72,306,1,0
2009-12,EIRE,21217,RED SPOTTY ROUND CAKE TINS,3,29.85,1,0
2009-12,EIRE,21231,SWEETHEART CERAMIC TRINKET BOX,12,15,1,0
2009-12,EIRE,21232,STRAWBERRY CERAMIC TRINKET BOX,24,30,2,0
2009-12,EIRE,21257,VICTORIAN SEWING BOX MEDIUM,40,286,4,0
2009-12,EIRE,21258,VICTORIAN SEWING BOX LARGE,3,38.25,2,0
2009-12,EIRE,21259,VICTORIAN SEWING BOX SMALL,2,11.9,1,0
2009-12,EIRE,21275,ZINC TOP  2 DOOR WOODEN SHELF,8,31.6,1,0
2009-12,EIRE,21278,VINTAGE KITCHEN PRINT PUDDINGS,6,15.3,1,0
2009-12,EIRE,21359,RELAX LARGE WOOD LETTERS,2,31.9,1,0
2009-12,EIRE,21360,JOY LARGE WOOD LETTERS,2,19.9,1,0
2009-12,EIRE,21396,RED SPOTTY EGG CUP,96,101.76,1,0
2009-12,EIRE,21398,RED  SPOTTY COFFEE  MUG,96,168,1,0
2009-12,EIRE,21407,BROWN CHECK CAT DOORSTOP,6,25.5,1,0
2009-12,EIRE,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,14,52.5,3,0
2009-12,EIRE,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,8,13.2,1,0
2009-12,EIRE,21465,PINK FLOWER CROCHET FOOD COVER,6,22.5,1,0
2009-12,EIRE,21469,POLKA DOT RAFFIA FOOD COVER,12,45,2,0
2009-12,EIRE,21477,STRING OF 20 ROSE LIGHTS,2,25.5,1,0
2009-12,EIRE,21479,WHITE SKULL HOT WATER BOTTLE,16,60,3,0
2009-12,EIRE,21482,MUSHROOM BLUE HOT WATER BOTTLE,12,35.4,2,0
2009-12,EIRE,21484,CHICK GREY HOT WATER BOTTLE,8,27.6,2,0
2009-12,EIRE,21485,RED SPOT HEART HOT WATER BOTTLE,18,89.1,4,0
2009-12,EIRE,21498,RED SPOTS  WRAP,25,10.5,1,0
2009-12,EIRE,21519,GIN & TONIC DIET GREETING CARD,12,5.04,1,0
2009-12,EIRE,21523,FANCY FONT HOME SWEET HOME DOORMAT,46,278.5,4,0
2009-12,EIRE,21527,RETRO SPOT TRADITIONAL TEAPOT,6,47.7,3,0
2009-12,EIRE,21535,RETRO SPOT SMALL MILK JUG,12,30.6,2,0
2009-12,EIRE,21537,RETRO SPOTS PUDDING BOWL,4,17,1,0
2009-12,EIRE,21539,RETRO SPOTS BUTTER DISH,3,14.85,1,0
2009-12,EIRE,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,6,17.7,1,0
2009-12,EIRE,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,4,23.8,2,0
2009-12,EIRE,21553,CERAMIC BIRDHOUSE FINCH BLUE  LARGE,4,23.8,2,0
2009-12,EIRE,21554,CERAMIC BIRDHOUSE RED ROOF LARGE,6,35.7,2,0
2009-12,EIRE,21558,SKULL LUNCHBOX WITH CUTLERY,6,15.3,1,0
2009-12,EIRE,21561,DINOSAUR LUNCHBOX WITH CUTLERY,6,15.3,1,0
2009-12,EIRE,21563,RED HEART SHAPE LOVE BUCKET,6,17.7,1,0
2009-12,EIRE,21589,SWALLOW GIANT TUBE MATCHES,12,30.6,1,0
2009-12,EIRE,21592,RETRO SPOT  CIGAR BOX MATCHES,48,60,2,0
2009-12,EIRE,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,6,17.7,1,0
2009-12,EIRE,21615,4 LAVENDER BOTANICAL DINNER CANDLES,6,22.5,1,0
2009-12,EIRE,21618,4 WILDFLOWER BOTANICAL CANDLES,6,22.5,1,0
2009-12,EIRE,21619,4 VANILLA BOTANICAL CANDLES,6,22.5,1,0
2009-12,EIRE,21637,ASSORTED SANSKRIT MINI NOTEBOOK,18,22.5,1,0
2009-12,EIRE,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,24,20.4,1,0
2009-12,EIRE,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,24,30,1,0
2009-12,EIRE,21658,GLASS  BEURRE DISH,4,15.8,1,0
2009-12,EIRE,21659,GLASS CAKE STAND,2,29.9,1,0
2009-12,EIRE,21668,RED STRIPE CERAMIC DRAWER KNOB,60,75,2,0
2009-12,EIRE,21669,BLUE STRIPE CERAMIC DRAWER KNOB,60,75,2,0
2009-12,EIRE,21670,BLUE SPOT CERAMIC DRAWER KNOB,36,45,2,0
2009-12,EIRE,21671,RED SPOT CERAMIC DRAWER KNOB,24,30,1,0
2009-12,EIRE,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,15,1,0
2009-12,EIRE,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,15,1,0
2009-12,EIRE,21674,RIDGED GLASS PENDANT LAMPSHADE,2,33.9,1,0
2009-12,EIRE,21697,SET 5 MINI DOUGHNUT FRIDGE MAGNET,12,20.28,1,0
2009-12,EIRE,21704,BAG 250g SWIRLY MARBLES,12,10.2,1,0
2009-12,EIRE,21706,"FOLDING UMBRELLA , RED/WHITE SPOT",24,46.8,1,0
2009-12,EIRE,21710,FOLDING UMBRELLA  PINK/WHITE  SPOT,24,46.8,1,0
2009-12,EIRE,21733,RED HANGING HEART T-LIGHT HOLDER,24,70.8,2,0
2009-12,EIRE,21737,SET 3 WICKER LOG BASKETS,4,79.8,2,0
2009-12,EIRE,21754,HOME BUILDING BLOCK WORD,9,53.55,2,0
2009-12,EIRE,21770,OPEN CLOSED METAL SIGN,4,19.8,2,0
2009-12,EIRE,21780,MA CAMPAGNE 4 DRAWER WALL SHELF,2,29.9,1,0
2009-12,EIRE,21781,MA CAMPAGNE CUTLERY BOX,1,14.95,1,0
2009-12,EIRE,21784,SHOE SHINE BOX,8,79.6,3,0
2009-12,EIRE,21786,RAIN HAT WITH RED SPOTS,144,46.08,1,0
2009-12,EIRE,21788,KIDS RAIN MAC BLUE,24,20.4,1,0
2009-12,EIRE,21790,VINTAGE SNAP CARDS,48,40.8,2,0
2009-12,EIRE,21791,VINTAGE HEADS AND TAILS CARD GAME,12,15,1,0
2009-12,EIRE,21826,EIGHT PIECE DINOSAUR SET,12,15,1,0
2009-12,EIRE,21833,CAMOUFLAGE LED TORCH,60,101.4,2,0
2009-12,EIRE,21842,PINK HEART CANDY BUTTON CALCULATOR,66,168.3,3,0
2009-12,EIRE,21843,RETRO SPOT CAKE STAND,23,251.85,7,0
2009-12,EIRE,21846,PINK DIAMANTE PEN IN GIFT BOX,24,30,1,0
2009-12,EIRE,21847,GREEN  DIAMANTE PEN IN GIFT BOX,3,14.85,1,0
2009-12,EIRE,21849,SILVER DIAMANTE PEN IN GIFT BOX,24,30,1,0
2009-12,EIRE,21850,BLUE  DIAMANTE PEN IN GIFT BOX,3,14.85,1,0
2009-12,EIRE,21851,LILAC DIAMANTE PEN IN GIFT BOX,6,29.7,1,0
2009-12,EIRE,21868,POTTING SHED TEA MUG,24,30,2,0
2009-12,EIRE,21870,I CAN ONLY PLEASE ONE PERSON MUG,108,114.48,1,0
2009-12,EIRE,21871,SAVE THE PLANET MUG,84,91.32,2,0
2009-12,EIRE,21872,GLAMOROUS  MUG,12,15,1,0
2009-12,EIRE,21874,GIN AND TONIC MUG,156,174.48,4,0
2009-12,EIRE,21877,HOME SWEET HOME MUG,72,76.32,1,0
2009-12,EIRE,21880,RED AND WHITE SPOT TAPE,12,7.8,1,0
2009-12,EIRE,21884,CAKES AND BOWS GIFT  TAPE,12,7.8,1,0
2009-12,EIRE,21888,BINGO SET,20,75,3,0
2009-12,EIRE,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,17.7,1,0
2009-12,EIRE,21892,TRADITIONAL WOODEN CATCH CUP GAME,12,15,1,0
2009-12,EIRE,21903,MAN FLU METAL SIGN,294,545.4,2,0
2009-12,EIRE,21908,CHOCOLATE THIS WAY METAL SIGN,312,583.2,3,0
2009-12,EIRE,21912,VINTAGE SNAKES & LADDERS,8,30,2,0
2009-12,EIRE,21918,SET 12 KIDS COLOUR  CHALK STICKS,72,30.24,3,0
2009-12,EIRE,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,19.5,1,0
2009-12,EIRE,21931,JUMBO STORAGE BAG SUKI,10,19.5,1,0
2009-12,EIRE,21947,SET OF 6 HEART CHOPSTICKS,12,15,1,0
2009-12,EIRE,21975,PACK OF 60 DINOSAUR CAKE CASES,240,100.8,1,0
2009-12,EIRE,21976,PACK OF 60 MUSHROOM CAKE CASES,24,13.2,1,0
2009-12,EIRE,21977,PACK OF 60 PINK PAISLEY CAKE CASES,96,52.8,2,0
2009-12,EIRE,21992,VINTAGE PAISLEY STATIONERY SET,24,30,1,0
2009-12,EIRE,22054,MINI CAKE STAND HANGING HEARTS,8,13.2,1,0
2009-12,EIRE,22055,MINI CAKE STAND  HANGING STRAWBERY,8,13.2,1,0
2009-12,EIRE,22060,LARGE CAKE STAND HANGING HEARTS,4,39.8,2,0
2009-12,EIRE,22061,LARGE CAKE STAND  HANGING STRAWBERY,8,79.6,3,0
2009-12,EIRE,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,17.7,1,0
2009-12,EIRE,22075,6 RIBBONS ELEGANT CHRISTMAS,24,39.6,1,0
2009-12,EIRE,22076,6 RIBBONS EMPIRE,12,19.8,1,0
2009-12,EIRE,22079,RIBBON REEL HEARTS DESIGN,10,16.5,1,0
2009-12,EIRE,22080,RIBBON REEL SPOTS DESIGN,20,33,2,0
2009-12,EIRE,22082,RIBBON REEL STRIPES DESIGN,30,49.5,3,0
2009-12,EIRE,22083,PAPER CHAIN KIT RETRO SPOT,6,17.7,1,0
2009-12,EIRE,22086,PAPER CHAIN KIT 50'S CHRISTMAS,6,17.7,1,0
2009-12,EIRE,22089,PAPER BUNTING VINTAGE PAISLEY,6,17.7,1,0
2009-12,EIRE,22092,BLUE PAISLEY TISSUE BOX,12,15,1,0
2009-12,EIRE,22101,MIRROR MOSAIC VOTIVE HOLDER,6,12.6,1,0
2009-12,EIRE,22107,PIZZA PLATE IN BOX,16,54.24,1,0
2009-12,EIRE,22108,PING! MICROWAVE PLATE,4,15,1,0
2009-12,EIRE,22109,FULL ENGLISH BREAKFAST PLATE,8,30,1,0
2009-12,EIRE,22110,BIRD HOUSE HOT WATER BOTTLE,44,72.6,3,0
2009-12,EIRE,22111,SCOTTIE DOG HOT WATER BOTTLE,24,118.8,6,0
2009-12,EIRE,22112,CHOCOLATE HOT WATER BOTTLE,23,113.85,5,0
2009-12,EIRE,22114,HOT WATER BOTTLE TEA AND SYMPATHY,46,181.7,8,0
2009-12,EIRE,22120,WELCOME  WOODEN BLOCK LETTERS,3,29.85,1,0
2009-12,EIRE,22121,NOEL WOODEN BLOCK LETTERS,3,17.85,1,0
2009-12,EIRE,22122,SET OF 2 FANCY FONT TEA TOWELS,24,70.8,2,0
2009-12,EIRE,22134,LADLE LOVE HEART RED,12,5.04,1,0
2009-12,EIRE,22138,BAKING SET 9 PIECE RETROSPOT,36,178.2,5,0
2009-12,EIRE,22139,RETRO SPOT TEA SET CERAMIC 11 PC,15,74.25,3,0
2009-12,EIRE,22151,PLACE SETTING WHITE HEART,24,10.08,1,0
2009-12,EIRE,22169,FAMILY ALBUM WHITE PICTURE FRAME,4,34,1,0
2009-12,EIRE,22172,METAL SHELF WITH RAIL,4,34,1,0
2009-12,EIRE,22180,RETRO SPOT LAMP,4,39.8,1,0
2009-12,EIRE,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,17,1,0
2009-12,EIRE,22186,RED STAR CARD HOLDER,12,35.4,2,0
2009-12,EIRE,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,17,1,0
2009-12,EIRE,22195,LARGE HEART MEASURING SPOONS,24,39.6,2,0
2009-12,EIRE,22196,SMALL HEART MEASURING SPOONS,24,20.4,2,0
2009-12,EIRE,22197,"POPCORN HOLDER , SMALL",60,51,2,0
2009-12,EIRE,22198,"POPCORN HOLDER , LARGE",60,99,3,0
2009-12,EIRE,22199,FRYING PAN RED POLKADOT,8,34,2,0
2009-12,EIRE,22200,FRYING PAN PINK POLKADOT,4,17,1,0
2009-12,EIRE,22201,FRYING PAN BLUE POLKADOT,4,17,1,0
2009-12,EIRE,22202,MILK PAN PINK RETROSPOT,4,15,1,0
2009-12,EIRE,22211,WOOD STAMP SET FLOWERS,12,19.8,1,0
2009-12,EIRE,22212,FOUR HOOK  WHITE LOVEBIRDS,6,12.6,1,0
2009-12,EIRE,22215,CAKE STAND WHITE TWO TIER LACE,4,34,2,0
2009-12,EIRE,22218,CAKE STAND LACE WHITE,3,12.75,1,0
2009-12,EIRE,22223,CAKE PLATE LOVEBIRD PINK,3,14.85,1,0
2009-12,EIRE,22224,WHITE LOVEBIRD LANTERN,12,35.4,1,0
2009-12,EIRE,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",12,19.8,1,0
2009-12,EIRE,22275,WEEKEND BAG VINTAGE ROSE PAISLEY,16,125.8,3,0
2009-12,EIRE,22276,WASH BAG VINTAGE ROSE PAISLEY,18,45.9,3,0
2009-12,EIRE,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,17,84.15,3,0
2009-12,EIRE,22282,12 EGG HOUSE PAINTED WOOD,4,51,1,0
2009-12,EIRE,22283,6 EGG HOUSE PAINTED WOOD,4,31.8,2,0
2009-12,EIRE,22301,COFFEE MUG CAT + BIRD DESIGN,6,15.3,1,0
2009-12,EIRE,22304,COFFEE MUG BLUE PAISLEY DESIGN,6,15.3,1,0
2009-12,EIRE,22305,COFFEE MUG PINK PAISLEY DESIGN,12,30.6,2,0
2009-12,EIRE,22310,KNITTED MUG COSY IVORY COLOUR,108,159,2,0
2009-12,EIRE,22312,OFFICE MUG WARMER POLKADOT,4,19.8,1,0
2009-12,EIRE,22313,OFFICE MUG WARMER PINK,4,19.8,1,0
2009-12,EIRE,22315,200 RED + WHITE BENDY STRAWS,24,30,2,0
2009-12,EIRE,22318,FIVE HEART HANGING DECORATION,6,17.7,1,0
2009-12,EIRE,22323,PINK POLKADOT KIDS BAG,3,14.85,1,0
2009-12,EIRE,22347,PIZZA SLICE DISH,24,30,2,0
2009-12,EIRE,22348,TEA BAG PLATE RED SPOTTY,24,20.4,2,0
2009-12,EIRE,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES,6,15.3,1,0
2009-12,EIRE,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10,8.5,1,0
2009-12,EIRE,22415,WHITE TISSUE REAM,3,23.85,2,0
2009-12,EIRE,35071,ASSORTED SANTA CHRISTMAS DECORATION,12,10.2,1,0
2009-12,EIRE,35751C,PURPLE CURRENT CANDLE RING,12,9,1,0
2009-12,EIRE,37343,SPOTS DESIGN MUG W PINK INSIDE,12,19.8,1,0
2009-12,EIRE,37449,CERAMIC CAKE STAND + HANGING CAKES,20,175.8,4,0
2009-12,EIRE,37494A,FAIRY CAKE CERAMIC BUTTER DISH,6,17.7,1,0
2009-12,EIRE,37500,TEA TIME TEAPOT IN GIFT BOX,4,39.8,2,0
2009-12,EIRE,37501,TEA TIME TEA SET IN GIFT BOX,3,20.85,1,0
2009-12,EIRE,37502,TEA TIME MUG IN GIFT BOX,24,70.8,3,0
2009-12,EIRE,37503,TEA TIME CAKE STAND IN GIFT BOX,40,410.8,7,0
2009-12,EIRE,45008C,DECORATIVE NET CANOPY CREAM,2,17.9,1,0
2009-12,EIRE,46000P,POLYESTER FILLER PAD 65CMx65CM,2,8.5,1,0
2009-12,EIRE,46000S,POLYESTER FILLER PAD 40x40cm,6,8.7,1,0
2009-12,EIRE,47503E,ASS FLORAL PRINT SCISSORS,24,30,2,0
2009-12,EIRE,47503G,ASS FLORAL PRINT TAPE MEASURE,36,45,3,0
2009-12,EIRE,47503J,SET/3 FLORAL GARDEN TOOLS IN BAG,6,47.7,1,0
2009-12,EIRE,47566B,TEA TIME PARTY BUNTING,5,23.25,1,0
2009-12,EIRE,47568,ENGLISH ROSE DESIGN PEG BAG,12,25.2,2,0
2009-12,EIRE,47570B,TEA TIME TABLE CLOTH,8,85.2,1,0
2009-12,EIRE,47580,TEA TIME DES TEA COSY,6,15.3,1,0
2009-12,EIRE,47591B,SCOTTIES DES CHILD'S APRON,8,13.2,1,0
2009-12,EIRE,47591C,BLUE FAIRY CAKE CHILD'S APRON,8,15.6,1,0
2009-12,EIRE,47591D,PINK FAIRY CAKE CHILD'S APRON,48,93.6,4,0
2009-12,EIRE,48129,DOOR MAT TOPIARY,4,27,2,0
2009-12,EIRE,48173C,DOOR MAT BLACK FLOCK,2,13.5,1,0
2009-12,EIRE,48185,DOOR MAT FAIRY CAKE,4,27,1,0
2009-12,EIRE,48187,DOOR MAT NEW ENGLAND,16,100,4,0
2009-12,EIRE,48188,DOOR MAT WELCOME PUPPIES,4,27,2,0
2009-12,EIRE,48194,DOORMAT HEARTS,2,13.5,1,0
2009-12,EIRE,48195,DOOR MAT GREEN PAISLEY,2,13.5,1,0
2009-12,EIRE,48197,DOOR MAT BIRD ON THE WIRE,4,27,1,0
2009-12,EIRE,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,12,5.04,1,0
2009-12,EIRE,72739B,WHITE CHOCOLATE SCENT CANDLE,12,15,1,0
2009-12,EIRE,72741,GRAND CHOCOLATECANDLE,36,52.2,1,0
2009-12,EIRE,72753A,S/3 FLWR FAIRY LILLY CANDLES,16,33.6,1,0
2009-12,EIRE,72753C,S/3 FLWR FAIRY ROSE CANDLES,16,33.6,1,0
2009-12,EIRE,72756,FAIRY CAKE CANDLES,9,13.41,1,0
2009-12,EIRE,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,12,119.4,4,0
2009-12,EIRE,79072,TEATIME CAKE TIN WITH HANDLE,8,79.6,3,0
2009-12,EIRE,79321,CHILLI LIGHTS,4,19.8,1,0
2009-12,EIRE,79323LP,LIGHT PINK CHERRY LIGHTS,48,261.6,1,0
2009-12,EIRE,79323P,PINK CHERRY LIGHTS,48,261.6,1,0
2009-12,EIRE,79323W,WHITE CHERRY LIGHTS,48,261.6,1,0
2009-12,EIRE,79341,WILLOW BRANCH LIGHTS.,12,81,1,0
2009-12,EIRE,82482,WOODEN PICTURE FRAME WHITE FINISH,12,30.6,1,0
2009-12,EIRE,82494L,WOODEN FRAME ANTIQUE WHITE,12,35.4,2,0
2009-12,EIRE,82551,LAUNDRY 15C METAL SIGN,12,15,1,0
2009-12,EIRE,82552,WASHROOM METAL SIGN,300,320.28,2,0
2009-12,EIRE,82581,TOILET METAL SIGN,12,6.6,1,0
2009-12,EIRE,82583,HOT BATHS METAL SIGN,6,12.6,1,0
2009-12,EIRE,82600,NO SINGING METAL SIGN,12,25.2,1,0
2009-12,EIRE,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",16,20,1,0
2009-12,EIRE,82613D,METAL SIGN CUPCAKE SINGLE HOOK,16,20,1,0
2009-12,EIRE,84029E,RED WOOLLY HOTTIE WHITE HEART.,24,90,5,0
2009-12,EIRE,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,6,27.9,2,0
2009-12,EIRE,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,9,41.85,3,0
2009-12,EIRE,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,12,35.4,2,0
2009-12,EIRE,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,12,35.4,2,0
2009-12,EIRE,84050,PINK HEART SHAPE EGG FRYING PAN,6,9.9,1,0
2009-12,EIRE,84375,SET OF 20 KIDS COOKIE CUTTERS,84,145.8,3,0
2009-12,EIRE,84378,SET OF 3 HEART COOKIE CUTTERS,24,30,2,0
2009-12,EIRE,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,72,78.6,2,0
2009-12,EIRE,84396,6 HOOK JEWELLERY STAND BLACK DRESS,12,23.4,1,0
2009-12,EIRE,84507B,STRIPES DESIGN MONKEY DOLL,6,15.3,1,0
2009-12,EIRE,84509A,ENGLISH ROSE PLACEMATS,12,45,2,0
2009-12,EIRE,84509G,FAIRY CAKE PLACEMATS,4,15,1,0
2009-12,EIRE,84510A,SET OF 4 ENGLISH ROSE COASTERS,20,25,2,0
2009-12,EIRE,84510B,SET OF 4 FAIRY CAKES COASTERS,30,37.5,2,0
2009-12,EIRE,84519A,TOMATO CHARLIE+LOLA COASTER SET,6,17.7,1,0
2009-12,EIRE,84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,12,10.2,1,0
2009-12,EIRE,84562A,PINK/WHITE RIBBED MELAMINE JUG,2,15.9,1,0
2009-12,EIRE,84578,ELEPHANT TOY WITH BLUE T-SHIRT,4,15,1,0
2009-12,EIRE,84580,MOUSE TOY WITH PINK T-SHIRT,4,15,1,0
2009-12,EIRE,84581,DOG TOY WITH PINK CROCHET SKIRT,4,15,1,0
2009-12,EIRE,84619,BLUE GINGHAM ROSE QUILT,1,45.95,1,0
2009-12,EIRE,84691,PACK 20 DOLLY PEGS,252,183,2,0
2009-12,EIRE,84782A,PINK 3 TIER GLASS PLATE STAND,3,38.25,2,0
2009-12,EIRE,84782B,BLACK 3 TIER GLASS PLATE STAND,2,25.5,1,0
2009-12,EIRE,84782C,GREEN 3 TIER GLASS PLATE STAND,1,12.75,1,0
2009-12,EIRE,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,10.2,1,0
2009-12,EIRE,84836,ZINC METAL HEART DECORATION,12,15,1,0
2009-12,EIRE,84839,SWEETHEART KEY CABINET,6,40.5,3,0
2009-12,EIRE,84849B,FAIRY SOAP SOAP HOLDER,12,20.28,1,0
2009-12,EIRE,84854,GIRLY PINK TOOL SET,4,19.8,1,0
2009-12,EIRE,84879,ASSORTED COLOUR BIRD ORNAMENT,8,13.52,1,0
2009-12,EIRE,84880,WHITE WIRE EGG HOLDER,3,17.85,1,0
2009-12,EIRE,84926C,FAIRY CAKES TILE COASTER,12,15,1,0
2009-12,EIRE,84933A,LARGE GREEN PEONY FOLDING STOOL,6,12.6,1,0
2009-12,EIRE,84933B,LARGE PINK PEONY FOLDING STOOL,6,12.6,1,0
2009-12,EIRE,84946,ANTIQUE SILVER TEA GLASS ETCHED,24,30,2,0
2009-12,EIRE,84949,SILVER HANGING T-LIGHT HOLDER,24,39.6,2,0
2009-12,EIRE,84968B,S/16 VINTAGE IVORY CUTLERY,2,25.5,1,0
2009-12,EIRE,84968C,S/16 VINTAGE PISTACHIO CUTLERY,4,51,1,0
2009-12,EIRE,84968F,S/16 VINTAGE SKY BLUE CUTLERY,2,25.5,1,0
2009-12,EIRE,84969,ASSORTED COLOUR SET 6 TEASPOONS,6,25.5,1,0
2009-12,EIRE,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,10.2,1,0
2009-12,EIRE,84971S,SMALL HEART FLOWERS HOOK,48,40.8,1,0
2009-12,EIRE,84978,HANGING HEART JAR T-LIGHT HOLDER,36,38.16,1,0
2009-12,EIRE,84987,SET OF 36 TEATIME PAPER DOILIES,12,17.4,1,0
2009-12,EIRE,84990,60 GOLD AND SILVER FAIRY CAKE CASES,48,26.4,1,0
2009-12,EIRE,84991,60 TEATIME FAIRY CAKE CASES,408,193.2,6,0
2009-12,EIRE,84992,72 SWEETHEART FAIRY CAKE CASES,288,127.2,3,0
2009-12,EIRE,84993A,75 GREEN PETIT FOUR CASES,24,10.08,1,0
2009-12,EIRE,84993B,75 BLACK PETIT FOUR CASES,24,10.08,1,0
2009-12,EIRE,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,22.5,1,0
2009-12,EIRE,84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,12,45,2,0
2009-12,EIRE,85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,3,17.85,1,0
2009-12,EIRE,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,9,53.55,2,0
2009-12,EIRE,85042,ANTIQUE LILY FAIRY LIGHTS,4,19.8,1,0
2009-12,EIRE,85047,WHITE BEADED GARLAND STRING 20LIGHT,4,25.4,1,0
2009-12,EIRE,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,12,95.4,2,0
2009-12,EIRE,85049A,TRADITIONAL CHRISTMAS RIBBONS,24,30,2,0
2009-12,EIRE,85049B,LUSH GREENS RIBBONS,12,15,1,0
2009-12,EIRE,85049E,SCANDINAVIAN REDS RIBBONS,24,30,2,0
2009-12,EIRE,85049G,CHOCOLATE BOX RIBBONS,12,15,1,0
2009-12,EIRE,85053,FRENCH ENAMEL CANDLEHOLDER,6,12.6,1,0
2009-12,EIRE,85059,FRENCH ENAMEL WATER BASIN,4,15,1,0
2009-12,EIRE,85060,WOOD FAN WITH FLOWER DESIGN,12,15,1,0
2009-12,EIRE,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,48,69.6,1,0
2009-12,EIRE,85065,CREAM SWEETHEART TRAYS,2,25.5,2,0
2009-12,EIRE,85066,CREAM SWEETHEART MINI CHEST,4,51,2,0
2009-12,EIRE,85067,CREAM SWEETHEART WALL CABINET,2,37.9,1,0
2009-12,EIRE,85090,CANDY SPOT APRON,3,13.95,1,0
2009-12,EIRE,85099B,JUMBO BAG RED WHITE SPOTTY,10,19.5,1,0
2009-12,EIRE,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,19.5,1,0
2009-12,EIRE,85099F,JUMBO BAG STRAWBERRY,10,19.5,1,0
