begin_date,state,cz_name,event_type,magnitude,magnitude_type,injuries,deaths,property_damage,crop_damage,tor_f_scale
2024-01-10,CONNECTICUT,SOUTHERN MIDDLESEX,High Wind,50,EG,0,0,0,0,
2024-03-14,MISSOURI,CRAWFORD,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,BOONE,Hail,1.5,,0,0,0,0,
2024-11-01,IOWA,CARROLL,Drought,0,,0,0,0,0,
2024-02-16,OHIO,GREENE,Winter Weather,0,,0,0,0,0,
2024-02-16,OHIO,FAIRFIELD,Winter Weather,0,,0,0,0,0,
2024-02-16,OHIO,DELAWARE,Winter Storm,0,,0,0,0,0,
2024-02-16,OHIO,FRANKLIN,Winter Storm,0,,0,0,0,0,
2024-02-16,OHIO,PREBLE,Winter Weather,0,,0,0,0,0,
2024-02-16,OHIO,MONTGOMERY,Winter Weather,0,,0,0,0,0,
2024-11-01,IOWA,AUDUBON,Drought,0,,0,0,0,0,
2024-11-01,IOWA,CASS,Drought,0,,0,0,0,0,
2024-11-01,IOWA,UNION,Drought,0,,0,0,0,0,
2024-02-28,INDIANA,UNION,Thunderstorm Wind,50,EG,0,0,250,0,
2024-02-16,INDIANA,UNION,Winter Weather,0,,0,0,0,0,
2024-03-14,MISSOURI,JEFFERSON,Hail,1.75,,0,0,0,0,
2024-03-14,ILLINOIS,MONROE,Hail,2.75,,0,0,0,0,
2024-03-14,MISSOURI,LINCOLN,Hail,1.75,,0,0,0,0,
2024-06-19,ARIZONA,TONOPAH DESERT,Heat,0,,0,2,0,0,
2024-06-20,ARIZONA,CENTRAL PHOENIX,Excessive Heat,0,,0,5,0,0,
2024-06-30,ARIZONA,CENTRAL LA PAZ,Heat,0,,0,1,0,0,
2024-06-14,CALIFORNIA,SALTON SEA,Excessive Heat,0,,0,0,0,0,
2024-06-14,CALIFORNIA,IMPERIAL COUNTY WEST,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,GILA BEND,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,NORTH PHOENIX/GLENDALE,Excessive Heat,0,,0,1,0,0,
2024-06-20,ARIZONA,EAST VALLEY,Excessive Heat,0,,0,3,0,0,
2024-06-22,ARIZONA,CENTRAL PHOENIX,Heat,0,,0,4,0,0,
2024-06-27,ARIZONA,CENTRAL PHOENIX,Excessive Heat,0,,0,7,0,0,
2024-06-29,ARIZONA,CENTRAL PHOENIX,Excessive Heat,0,,0,6,0,0,
2024-06-30,ARIZONA,EAST VALLEY,Heat,0,,0,4,0,0,
2024-06-22,ARIZONA,NORTH PHOENIX/GLENDALE,Heat,0,,0,2,0,0,
2024-06-27,ARIZONA,EAST VALLEY,Excessive Heat,0,,0,1,0,0,
2024-06-27,ARIZONA,BUCKEYE/AVONDALE,Excessive Heat,0,,0,1,0,0,
2024-06-28,ARIZONA,CENTRAL PHOENIX,Excessive Heat,0,,0,3,0,0,
2024-06-28,ARIZONA,EAST VALLEY,Excessive Heat,0,,0,2,0,0,
2024-06-29,ARIZONA,EAST VALLEY,Excessive Heat,0,,0,3,0,0,
2024-06-30,ARIZONA,CENTRAL PHOENIX,Heat,0,,0,9,0,0,
2024-06-14,CALIFORNIA,IMPERIAL VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-14,CALIFORNIA,CHUCKWALLA VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,AGUILA VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-27,ARIZONA,CENTRAL LA PAZ,Heat,0,,0,1,0,0,
2024-06-20,ARIZONA,SOUTH MOUNTAIN/AHWATUKEE,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,SOUTHEAST VALLEY/QUEEN CREEK,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,DEER VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,SCOTTSDALE/PARADISE VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,RIO VERDE/SALT RIVER,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,FOUNTAIN HILLS/EAST MESA,Excessive Heat,0,,0,0,0,0,
2024-06-30,ARIZONA,PARKER VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,SONORAN DESERT NATL MONUMENT,Excessive Heat,0,,0,0,0,0,
2024-06-30,CALIFORNIA,IMPERIAL COUNTY WEST,Excessive Heat,0,,0,0,0,0,
2024-06-30,CALIFORNIA,PALO VERDE VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,SUPERIOR,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,NORTHWEST PINAL COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,WEST PINAL COUNTY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,APACHE JUNCTION/GOLD CANYON,Excessive Heat,0,,0,0,0,0,
2024-04-03,VERMONT,CALEDONIA,Winter Storm,0,,0,0,0,0,
2024-06-30,CALIFORNIA,IMPERIAL COUNTY SOUTHWEST,Excessive Heat,0,,0,0,0,0,
2024-06-30,CALIFORNIA,IMPERIAL VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-30,CALIFORNIA,CHUCKWALLA VALLEY,Excessive Heat,0,,0,0,0,0,
2024-04-03,VERMONT,EASTERN CHITTENDEN,Winter Storm,0,,0,0,0,0,
2024-04-03,VERMONT,EASTERN ADDISON,Winter Storm,0,,0,0,0,0,
2024-04-03,VERMONT,WESTERN ADDISON,Winter Storm,0,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Tornado,0,,0,0,0,0,EF0
2024-03-14,MISSOURI,BOONE,Hail,1.5,,0,0,0,0,
2024-03-14,MISSOURI,AUDRAIN,Hail,2.25,,0,0,0,0,
2024-03-14,MISSOURI,MONTGOMERY,Hail,2.5,,0,0,0,0,
2024-03-14,MISSOURI,WARREN,Hail,3,,0,0,0,0,
2024-06-20,ARIZONA,CAVE CREEK/NEW RIVER,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,NEW RIVER MESA,Excessive Heat,0,,0,0,0,0,
2024-03-14,MISSOURI,CALLAWAY,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,GASCONADE,Hail,1.75,,0,0,0,0,
2024-03-14,ILLINOIS,MADISON,Hail,3.75,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Hail,1.75,,0,0,0,0,
2024-06-20,ARIZONA,NORTHWEST VALLEY,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,TONOPAH DESERT,Excessive Heat,0,,0,0,0,0,
2024-06-20,ARIZONA,BUCKEYE/AVONDALE,Excessive Heat,0,,0,0,0,0,
2024-03-14,ILLINOIS,ST. CLAIR,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Hail,1.25,,0,0,0,0,
2024-03-14,ILLINOIS,MONROE,Hail,1.75,,0,0,0,0,
2024-03-14,ILLINOIS,MONTGOMERY,Hail,1.75,,0,0,0,0,
2024-03-14,ILLINOIS,MONROE,Thunderstorm Wind,61,EG,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Hail,2,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS (C),Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,MONTGOMERY,Hail,1.75,,0,0,0,0,
2024-03-14,ILLINOIS,MONTGOMERY,Hail,2,,0,0,0,0,
2024-03-14,ILLINOIS,MADISON,Hail,1.75,,0,0,0,0,
2024-03-14,MISSOURI,REYNOLDS,Thunderstorm Wind,61,EG,0,0,0,0,
2024-03-14,ILLINOIS,WASHINGTON,Thunderstorm Wind,61,EG,0,0,0,0,
2024-02-08,WISCONSIN,WAUKESHA,Hail,1,,0,0,0,0,
2024-03-02,CALIFORNIA,MONO,Heavy Snow,0,,0,0,0,0,
2024-04-11,GULF OF MEXICO,TARPON SPRINGS TO SUWANNEE RIVER FL OUT 20NM,Marine Thunderstorm Wind,47,MG,0,0,0,0,
2024-04-03,VERMONT,EASTERN ADDISON,Strong Wind,43,EG,0,0,25000,0,
2024-04-11,GULF OF MEXICO,TAMPA BAY,Waterspout,0,,0,0,0,0,
2024-04-11,GULF OF MEXICO,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,Marine Thunderstorm Wind,45,EG,0,0,0,0,
2024-04-11,GULF OF MEXICO,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,Marine Thunderstorm Wind,50,MG,0,0,0,0,
2024-04-12,NORTH CAROLINA,RICHMOND,Thunderstorm Wind,50,EG,0,0,5000,0,
2024-04-12,NORTH CAROLINA,RICHMOND,Thunderstorm Wind,50,EG,0,0,4000,0,
2024-04-12,NORTH CAROLINA,CUMBERLAND,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-04-12,NORTH CAROLINA,CUMBERLAND,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-03,FLORIDA,HILLSBOROUGH,Thunderstorm Wind,43,EG,0,0,25000,0,
2024-04-12,NORTH CAROLINA,HOKE,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-03,FLORIDA,SUMTER,Thunderstorm Wind,43,EG,0,0,10000,0,
2024-04-03,FLORIDA,PASCO,Thunderstorm Wind,43,EG,0,0,10000,0,
2024-04-11,FLORIDA,PINELLAS,Lightning,0,,0,0,25000,0,
2024-04-11,FLORIDA,PASCO,Funnel Cloud,0,,0,0,0,0,
2024-04-11,GULF OF MEXICO,TARPON SPRINGS TO SUWANNEE RIVER FL OUT 20NM,Marine Thunderstorm Wind,55,MG,0,0,0,0,
2024-04-12,NORTH CAROLINA,CUMBERLAND,Thunderstorm Wind,51,MG,0,0,0,0,
2024-04-12,NORTH CAROLINA,SCOTLAND,Thunderstorm Wind,50,EG,0,0,20000,0,
2024-04-12,NORTH CAROLINA,SAMPSON,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-04-12,NORTH CAROLINA,SAMPSON,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-04-12,NORTH CAROLINA,SAMPSON,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-12,NORTH CAROLINA,HOKE,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-12,NORTH CAROLINA,HOKE,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-12,NORTH CAROLINA,HOKE,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-04-12,NORTH CAROLINA,HOKE,Thunderstorm Wind,50,EG,0,0,1000,0,
2024-04-11,FLORIDA,PINELLAS,Coastal Flood,0,,0,0,0,0,
2024-04-11,FLORIDA,PASCO,Flood,0,,0,0,0,0,
2024-04-11,FLORIDA,HILLSBOROUGH,Thunderstorm Wind,51,MG,0,0,0,0,
2024-04-12,NORTH CAROLINA,SCOTLAND,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-04-12,NORTH CAROLINA,RICHMOND,Thunderstorm Wind,50,EG,0,0,5000,0,
2024-04-12,NORTH CAROLINA,RICHMOND,Thunderstorm Wind,50,EG,0,0,15000,0,
2024-02-07,WYOMING,SNOWY RANGE,Heavy Snow,0,,0,0,0,0,
2024-02-08,WYOMING,NORTH SNOWY RANGE FOOTHILLS,High Wind,58,MG,0,0,0,0,
2024-02-08,WYOMING,SOUTH LARAMIE RANGE,High Wind,56,MG,0,0,0,0,
2024-02-07,WYOMING,SIERRA MADRE RANGE,Heavy Snow,0,,0,0,0,0,
2024-02-25,WYOMING,EAST PLATTE COUNTY,High Wind,54,MG,0,0,0,0,
2024-02-26,WYOMING,GOSHEN COUNTY,High Wind,53,MG,0,0,0,0,
2024-02-24,WYOMING,NORTH SNOWY RANGE FOOTHILLS,High Wind,63,MG,0,0,0,0,
2024-02-25,WYOMING,SHIRLEY BASIN,High Wind,36,MS,0,0,0,0,
2024-02-25,WYOMING,CONVERSE COUNTY LOWER ELEVATIONS,High Wind,60,MG,0,0,0,0,
2024-03-27,GULF OF MEXICO,APALACHEE BAY OR COASTAL WATERS FROM KEATON BEACH TO OCHLOCKONEE RIVER FL OUT TO 20 NM,Marine Thunderstorm Wind,34,MG,0,0,0,0,
2024-03-02,GEORGIA,THOMAS,Hail,0.75,,0,0,0,0,
2024-03-14,ILLINOIS,ST. CLAIR,Hail,1.75,,0,0,0,0,
2024-03-14,MISSOURI,ST. LOUIS,Hail,1,,0,0,0,0,
2024-03-01,IDAHO,CARIBOU RANGE,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,BIG HOLE MOUNTAINS,Winter Storm,0,,0,0,0,0,
2024-03-14,ILLINOIS,MADISON,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,FRANKLIN,Hail,2.5,,0,0,0,0,
2024-03-14,MISSOURI,WARREN,Thunderstorm Wind,61,EG,0,0,0,0,
2024-02-16,INDIANA,DEARBORN,Winter Weather,0,,0,0,0,0,
2024-02-16,KENTUCKY,BOONE,Winter Weather,0,,0,0,0,0,
2024-02-16,KENTUCKY,KENTON,Winter Weather,0,,0,0,0,0,
2024-02-16,KENTUCKY,CAMPBELL,Winter Weather,0,,0,0,0,0,
2024-02-16,KENTUCKY,LEWIS,Winter Weather,0,,0,0,0,0,
2024-02-16,OHIO,SHELBY,Winter Storm,0,,0,0,0,0,
2024-03-14,MISSOURI,ST. FRANCOIS,Thunderstorm Wind,61,EG,0,0,0,0,
2024-03-14,ILLINOIS,CLINTON,Hail,1,,0,0,0,0,
2024-03-14,MISSOURI,ST. CHARLES,Hail,2,,0,0,0,0,
2024-03-14,MISSOURI,WARREN,Thunderstorm Wind,56,EG,0,0,0,0,
2024-03-14,ILLINOIS,ST. CLAIR,Thunderstorm Wind,52,MG,0,0,0,0,
2024-03-14,MISSOURI,GASCONADE,Thunderstorm Wind,61,EG,0,0,0,0,
2024-03-14,MISSOURI,IRON,Thunderstorm Wind,56,EG,0,0,0,0,
2024-03-14,ILLINOIS,FAYETTE,Hail,1.5,,0,0,0,0,
2024-03-14,MISSOURI,ST. FRANCOIS,Thunderstorm Wind,61,EG,0,0,0,0,
2024-03-04,LOUISIANA,MOREHOUSE,Hail,1,,0,0,50000,0,
2024-03-13,KANSAS,WYANDOTTE,Hail,1.75,,0,0,0,0,
2024-03-13,MISSOURI,JACKSON,Hail,1.75,,0,0,0,0,
2024-03-12,MISSOURI,JACKSON,Hail,1.5,,0,0,0,0,
2024-03-13,KANSAS,LEAVENWORTH,Hail,1,,0,0,0,0,
2024-03-13,KANSAS,WYANDOTTE,Hail,2.5,,0,0,0,0,
2024-01-13,MARYLAND,SOMERSET,Coastal Flood,0,,0,0,0,0,
2024-01-09,MARYLAND,WICOMICO,High Wind,50,EG,0,0,2000,0,
2024-01-09,MARYLAND,WICOMICO,High Wind,50,EG,0,0,5000,0,
2024-01-10,ATLANTIC NORTH,CHESAPEAKE BAY SMITH PT TO WINDMILL PT VA,Marine Thunderstorm Wind,36,MG,0,0,0,0,
2024-01-16,ATLANTIC NORTH,CHESAPEAKE BAY SMITH PT TO WINDMILL PT VA,Marine Thunderstorm Wind,37,MG,0,0,0,0,
2024-01-19,MARYLAND,DORCHESTER,Winter Weather,0,,0,0,0,0,
2024-02-16,OHIO,CHAMPAIGN,Winter Storm,0,,0,0,0,0,
2024-02-16,OHIO,AUGLAIZE,Winter Weather,0,,0,0,0,0,
2024-01-13,MARYLAND,DORCHESTER,Coastal Flood,0,,0,0,0,0,
2024-02-27,ILLINOIS,WILL,Hail,1,,0,0,0,0,
2024-01-28,ALASKA,NORTHEAST PRINCE WILLIAM SOUND,Heavy Snow,0,,0,0,0,0,
2024-01-02,ALASKA,KUSKOKWIM DELTA,Blizzard,0,,0,0,0,0,
2024-01-25,ALASKA,ANCHORAGE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-25,ALASKA,ANCHORAGE,Extreme Cold/Wind Chill,0,,0,0,0,0,
2024-01-28,ALASKA,COPPER RIVER BASIN,Heavy Snow,0,,0,0,0,0,
2024-01-16,ALASKA,NORTHEAST PRINCE WILLIAM SOUND,High Wind,72,MG,0,0,0,0,
2024-01-06,ATLANTIC SOUTH,DEERFIELD BEACH TO OCEAN REEF FL 20 TO 60NM,Waterspout,0,,0,0,0,0,
2024-02-25,WYOMING,NORTH LARAMIE RANGE,High Wind,65,EG,0,0,0,0,
2024-02-23,WYOMING,SOUTH LARAMIE RANGE,High Wind,73,MG,0,0,0,0,
2024-02-24,WYOMING,SOUTH LARAMIE RANGE FOOTHILLS,High Wind,71,MG,0,0,0,0,
2024-02-27,ILLINOIS,WILL,Hail,1.25,,0,0,0,0,
2024-02-27,ILLINOIS,WILL,Hail,1,,0,0,0,0,
2024-02-24,WYOMING,EAST LARAMIE COUNTY,High Wind,53,MG,0,0,0,0,
2024-06-20,OREGON,JACKSON COUNTY,Wildfire,0,,0,0,0,0,
2024-02-24,WYOMING,LARAMIE VALLEY,High Wind,63,MG,0,0,0,0,
2024-02-26,WYOMING,SOUTH LARAMIE RANGE FOOTHILLS,High Wind,57,MG,0,0,0,0,
2024-02-25,WYOMING,CENTRAL LARAMIE COUNTY,High Wind,58,MG,0,0,0,0,
2024-02-26,NEBRASKA,BOX BUTTE,High Wind,53,MG,0,0,0,0,
2024-02-26,NEBRASKA,SCOTTS BLUFF,High Wind,57,MG,0,0,0,0,
2024-02-26,NEBRASKA,CHEYENNE,High Wind,52,MG,0,0,0,0,
2024-02-26,NEBRASKA,BANNER,High Wind,50,MG,0,0,0,0,
2024-02-27,TEXAS,HALL,High Wind,56,MG,0,0,0,0,
2024-02-26,WYOMING,CENTRAL LARAMIE RANGE AND SOUTHWEST PLATTE COUNTY,High Wind,72,MG,0,0,0,0,
2024-02-26,WYOMING,SOUTH LARAMIE RANGE,High Wind,61,MG,0,0,0,0,
2024-02-26,WYOMING,EAST LARAMIE COUNTY,High Wind,51,MG,0,0,0,0,
2024-02-24,WYOMING,CENTRAL LARAMIE COUNTY,High Wind,56,MG,0,0,0,0,
2024-02-26,WYOMING,NORTH SNOWY RANGE FOOTHILLS,High Wind,56,MG,0,0,0,0,
2024-04-03,VERMONT,WESTERN ADDISON,Strong Wind,43,EG,0,0,25000,0,
2024-02-25,WYOMING,FERRIS/SEMINOE/SHIRLEY MOUNTAINS,High Wind,56,MG,0,0,0,0,
2024-02-24,WYOMING,CENTRAL LARAMIE RANGE AND SOUTHWEST PLATTE COUNTY,High Wind,70,MG,0,0,0,0,
2024-04-20,NORTH CAROLINA,SAMPSON,Thunderstorm Wind,50,EG,0,0,2000,0,
2024-02-27,ILLINOIS,DU PAGE,Hail,1,,0,0,0,0,
2024-02-27,ILLINOIS,DU PAGE,Hail,1.75,,0,0,0,0,
2024-02-27,ILLINOIS,DU PAGE,Hail,2.5,,0,0,0,0,
2024-02-27,ILLINOIS,LEE,Hail,1,,0,0,0,0,
2024-02-27,ILLINOIS,COOK,Hail,1,,0,0,0,0,
2024-02-27,ILLINOIS,COOK,Hail,1,,0,0,0,0,
2024-05-24,NEBRASKA,PAWNEE,Thunderstorm Wind,50,MG,0,0,0,0,
2024-02-05,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,EST SAN GABRIEL MOUNTAINS,Winter Storm,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-01,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-01,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-01,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-01,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,NORTHERN VENTURA COUNTY MOUNTAINS,Winter Storm,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,VENTURA,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,65,MG,0,0,0,0,
2024-02-07,CALIFORNIA,VENTURA,Thunderstorm Wind,52,EG,0,0,0,0,
2024-02-18,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SAN LUIS OBISPO COUNTY MOUNTAINS,High Wind,51,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,52,MG,0,0,0,0,
2024-05-25,TEXAS,MILAM,Heat,0,,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,56,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,54,MG,0,0,0,0,
2024-02-05,CALIFORNIA,VENTURA,Flash Flood,0,,0,0,0,0,
2024-02-05,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-01,CALIFORNIA,EST SAN GABRIEL MOUNTAINS,Winter Storm,0,,0,0,0,0,
2024-02-01,CALIFORNIA,WESTERN SAN GABRIEL MOUNTAINS INCLUDING THE HIGHWAY 14 CORRIDOR,Winter Storm,0,,0,0,0,0,
2024-02-01,CALIFORNIA,NORTHWESTERN LOS ANGELES COUNTY MOUNTAINS INCLUDING THE INTERSTATE 5 CORRIDOR,Winter Storm,0,,0,0,0,0,
2024-02-01,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,51,MG,0,0,0,0,
2024-08-30,ILLINOIS,CHAMPAIGN,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,SAN LUIS OBISPO,Tornado,0,,0,0,0,0,EF1
2024-02-07,CALIFORNIA,SAN LUIS OBISPO,Tornado,0,,0,0,0,0,EF1
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,53,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,58,MG,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-13,CONNECTICUT,HARTFORD,Heavy Snow,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,VENTURA,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,VENTURA,Thunderstorm Wind,71,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,62,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,53,MG,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,52,MG,0,0,0,0,
2024-02-05,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-06,CALIFORNIA,LOS ANGELES,Debris Flow,0,,0,0,0,0,
2024-02-06,CALIFORNIA,SAN LUIS OBISPO,Funnel Cloud,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,SAN LUIS OBISPO,Thunderstorm Wind,57,MG,0,0,0,0,
2024-02-07,CALIFORNIA,VENTURA,Thunderstorm Wind,50,EG,0,0,0,0,
2024-01-19,OHIO,GEAUGA,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,CENTENNIAL MOUNTAINS-ISLAND PARK,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,EASTERN MAGIC VALLEY,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,BLACKFOOT MOUNTAINS,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,SUN VALLEY REGION,Heavy Snow,0,,0,0,0,0,
2024-03-04,IDAHO,WOOD RIVER FOOTHILLS,Heavy Snow,0,,0,0,0,0,
2024-03-01,IDAHO,MARSH AND ARBON HIGHLANDS,Winter Storm,0,,0,0,0,0,
2024-03-01,IDAHO,SAWTOOTH-STANLEY BASIN,Heavy Snow,0,,0,0,0,0,
2024-03-01,IDAHO,FRANKLIN-EASTERN ONEIDA REGION,Winter Storm,0,,0,0,0,0,
2024-03-04,IDAHO,ARCO-MUD LAKE DESERT,Heavy Snow,0,,0,0,0,0,
2024-03-28,IDAHO,CENTENNIAL MOUNTAINS-ISLAND PARK,Winter Weather,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SAN LUIS OBISPO,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,VENTURA,Flash Flood,0,,0,0,0,0,
2024-02-07,CALIFORNIA,LOS ANGELES,Thunderstorm Wind,56,MG,0,0,0,0,
2024-02-04,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-05,CALIFORNIA,LOS ANGELES,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-04,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SAN LUIS OBISPO,Debris Flow,0,,0,0,0,0,
2024-02-19,CALIFORNIA,VENTURA,Debris Flow,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SANTA BARBARA,Debris Flow,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,VENTURA,Debris Flow,0,,0,0,0,0,
2024-02-19,CALIFORNIA,EST SANTA MONICA MOUNTAINS,Strong Wind,43,EG,0,0,0,0,
2024-02-19,CALIFORNIA,SANTA BARBARA,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SAN LUIS OBISPO,Flash Flood,0,,0,0,0,0,
2024-02-19,CALIFORNIA,SAN LUIS OBISPO,Flash Flood,0,,0,0,0,0,
2024-02-20,CALIFORNIA,SANTA CLARITA VALLEY,Strong Wind,43,EG,0,0,0,0,
2024-03-01,CALIFORNIA,NORTHERN HUMBOLDT COAST,High Wind,30,MG,0,0,7500,0,
2024-03-01,CALIFORNIA,SOUTHWESTERN HUMBOLDT,High Wind,25,EG,0,0,1500,0,
2024-03-01,CALIFORNIA,SOUTHWESTERN MENDOCINO INTERIOR,High Wind,30,EG,0,0,1500,0,
2024-03-01,CALIFORNIA,SOUTHERN TRINITY,Winter Storm,0,,0,0,0,0,
2024-03-01,CALIFORNIA,HUMBOLDT,Heavy Rain,0,,0,0,1100,0,
2024-03-01,CALIFORNIA,MENDOCINO COAST,High Wind,29,EG,0,0,7500,0,
2024-03-01,CALIFORNIA,NORTHWESTERN MENDOCINO INTERIOR,High Wind,25,EG,0,0,7500,0,
2024-03-01,CALIFORNIA,SOUTHERN LAKE COUNTY,High Wind,27,EG,0,0,7500,0,
2024-03-01,CALIFORNIA,MENDOCINO COAST,High Wind,32,EG,0,0,7500,0,
2024-03-01,CALIFORNIA,NORTHERN HUMBOLDT INTERIOR,Winter Storm,0,,0,0,0,0,
